DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/31/16,12:10,BRONX,10467,40.8617684,-73.8694361,"(40.8617684, -73.8694361)",,,2409      BARKER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551536,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,11:10,BROOKLYN,11205,40.6924497,-73.9696876,"(40.6924497, -73.9696876)",,,183       VANDERBILT AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inexperience,Unspecified,Unspecified,,3551137,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
10/31/16,11:10,BRONX,10465,40.8255173,-73.8158648,"(40.8255173, -73.8158648)",,,538       THROGS NECK EXPRESSWAY,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3552730,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,11:10,,,,,,,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3551708,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,11:10,,,40.8277381,-73.885874,"(40.8277381, -73.885874)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3551231,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,11:10,,,,,,WEST 73 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551188,TAXI,TAXI,,,
10/31/16,11:10,,,,,,SCHERMERHORN STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551271,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,11:10,,,,,,MANOR ROAD,WESTWOOD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3551367,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,11:10,,,,,,HOYT AVENUE SOUTH,29 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3549974,TAXI,,,,
10/31/16,11:10,,,,,,FLATBUSH AVENUE EXTENSION,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551270,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,11:10,,,,,,EAST 170 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,3551495,PASSENGER VEHICLE,,,,
10/31/16,11:10,,,,,,COLLEGE POINT BOULEVARD,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3551091,SPORT UTILITY / STATION WAGON,,,,
10/31/16,11:10,,,,,,BUSHWICK AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3552631,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,11:10,,,,,,BRADY AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551539,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,11:10,,,,,,ASTORIA BOULEVARD,33 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3549969,PASSENGER VEHICLE,,,,
10/31/16,11:10,QUEENS,11432,40.7105825,-73.7835531,"(40.7105825, -73.7835531)",179 STREET,90 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3551088,SPORT UTILITY / STATION WAGON,,,,
10/31/16,11:10,QUEENS,11429,40.7142886,-73.7462422,"(40.7142886, -73.7462422)",,,212-37    99 AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3551149,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,11:10,QUEENS,11428,40.7274108,-73.7314718,"(40.7274108, -73.7314718)",BRADDOCK AVENUE,92 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Other Vehicular,,,,3551150,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,11:10,QUEENS,11420,40.685288,-73.8124372,"(40.685288, -73.8124372)",131 STREET,109 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551385,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,11:10,QUEENS,11377,40.7463333,-73.8963254,"(40.7463333, -73.8963254)",69 STREET,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,3551130,,,,,
10/31/16,11:10,QUEENS,11374,40.7117373,-73.8591143,"(40.7117373, -73.8591143)",,,90-30     METROPOLITAN AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551109,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,11:10,MANHATTAN,10034,40.866761,-73.9206109,"(40.866761, -73.9206109)",VERMILYEA AVENUE,WEST 207 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3552366,SPORT UTILITY / STATION WAGON,,,,
10/31/16,11:10,MANHATTAN,10027,40.8103789,-73.9435702,"(40.8103789, -73.9435702)",,,380       LENOX AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551460,PASSENGER VEHICLE,,,,
10/31/16,11:10,MANHATTAN,10026,40.8013863,-73.9538755,"(40.8013863, -73.9538755)",,,1864      7 AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,3551027,PASSENGER VEHICLE,,,,
10/31/16,11:10,MANHATTAN,10019,40.7656758,-73.9762353,"(40.7656758, -73.9762353)",WEST 59 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3551520,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,11:10,MANHATTAN,10001,40.7514468,-74.0014293,"(40.7514468, -74.0014293)",WEST 29 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3552397,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,11:10,BROOKLYN,11217,40.6843814,-73.9750456,"(40.6843814, -73.9750456)",,,186       SOUTH ELLIOTT PLACE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551136,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,11:10,BRONX,10455,40.8149368,-73.9149539,"(40.8149368, -73.9149539)",EAST 149 STREET,BROOK AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3551471,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,10:10,MANHATTAN,10037,40.8191422,-73.9371787,"(40.8191422, -73.9371787)",LENOX AVENUE,WEST 143 STREET,,2,0,0,0,0,0,2,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3551459,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,10:10,,,40.7426584,-73.8462052,"(40.7426584, -73.8462052)",,,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,3550861,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,10:10,,,,,,,,2800      VICTORY BOULEVARD,1,0,0,0,0,0,1,0,Driverless/Runaway Vehicle,Unspecified,,,,3552637,SPORT UTILITY / STATION WAGON,,,,
10/31/16,10:10,MANHATTAN,10003,40.7379177,-73.9922237,"(40.7379177, -73.9922237)",WEST 17 STREET,5 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,3551365,TAXI,,,,
10/31/16,10:10,BROOKLYN,11226,40.6414705,-73.9593765,"(40.6414705, -73.9593765)",OCEAN AVENUE,DORCHESTER ROAD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3552268,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
10/31/16,10:10,BRONX,10456,40.8294187,-73.9122542,"(40.8294187, -73.9122542)",EAST 166 STREET,CLAY AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,3549975,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,10:10,,,40.8946581,-73.8824726,"(40.8946581, -73.8824726)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3550853,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,10:10,,,40.728233,-73.8331189,"(40.728233, -73.8331189)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551068,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,10:10,,,40.6768371,-74.0014487,"(40.6768371, -74.0014487)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551713,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,10:10,,,,,,PARK AVENUE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3550865,TAXI,SPORT UTILITY / STATION WAGON,,,
10/31/16,10:10,,,,,,MORRIS AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551384,SPORT UTILITY / STATION WAGON,,,,
10/31/16,10:10,,,,,,MEEKER AVENUE,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3551022,PASSENGER VEHICLE,,,,
10/31/16,10:10,,,,,,LOMBARDY STREET,,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,3551016,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,10:10,,,,,,HUDSON STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3551249,VAN,PASSENGER VEHICLE,,,
10/31/16,10:10,,,,,,CONDUIT BOULEVARD,CRESCENT STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551336,TAXI,PASSENGER VEHICLE,,,
10/31/16,10:10,,,,,,86 STREET,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3549934,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,10:10,QUEENS,11435,40.7049633,-73.8079528,"(40.7049633, -73.8079528)",,,88-09     148 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3551099,PASSENGER VEHICLE,,,,
10/31/16,10:10,QUEENS,11434,40.6600261,-73.7679266,"(40.6600261, -73.7679266)",,,147-38    BREWER BOULEVARD,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551142,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,10:10,QUEENS,11418,40.6932969,-73.8375095,"(40.6932969, -73.8375095)",91 AVENUE,109 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3549949,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,10:10,QUEENS,11378,40.7283038,-73.9002537,"(40.7283038, -73.9002537)",,,54-21     65 PLACE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3551504,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/31/16,10:10,QUEENS,11355,40.7464845,-73.8259574,"(40.7464845, -73.8259574)",,,139-24    BOOTH MEMORIAL AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551086,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,10:10,QUEENS,11355,40.7563571,-73.8257728,"(40.7563571, -73.8257728)",KISSENA BOULEVARD,MAPLE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551298,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,10:10,QUEENS,11355,40.746539,-73.831183,"(40.746539, -73.831183)",57 ROAD,134 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551087,PASSENGER VEHICLE,,,,
10/31/16,10:10,QUEENS,11106,40.7578028,-73.9232567,"(40.7578028, -73.9232567)",36 STREET,34 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551669,PASSENGER VEHICLE,,,,
10/31/16,10:10,MANHATTAN,10027,40.8116895,-73.9463579,"(40.8116895, -73.9463579)",,,2190      7 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3551448,SPORT UTILITY / STATION WAGON,,,,
10/31/16,10:10,MANHATTAN,10027,40.8121907,-73.9442261,"(40.8121907, -73.9442261)",,,154       WEST 131 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,3551449,SPORT UTILITY / STATION WAGON,,,,
10/31/16,10:10,BROOKLYN,11232,40.6543095,-74.0044185,"(40.6543095, -74.0044185)",4 AVENUE,36 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3550825,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,10:10,BROOKLYN,11222,40.7281071,-73.9472839,"(40.7281071, -73.9472839)",,,88        JEWEL STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,3551428,SPORT UTILITY / STATION WAGON,,,,
10/31/16,10:10,BROOKLYN,11219,40.6328342,-74.005152,"(40.6328342, -74.005152)",60 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551302,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,10:10,BROOKLYN,11219,40.6343248,-74.0000144,"(40.6343248, -74.0000144)",55 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551303,SPORT UTILITY / STATION WAGON,,,,
10/31/16,21:10,MANHATTAN,10040,40.855373,-73.9287472,"(40.855373, -73.9287472)",,,576       WEST 191 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551784,PASSENGER VEHICLE,,,,
10/31/16,21:10,MANHATTAN,10024,40.7859687,-73.9688434,"(40.7859687, -73.9688434)",WEST 87 STREET,CENTRAL PARK WEST,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3552071,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/31/16,21:10,MANHATTAN,10013,40.7266011,-74.0074323,"(40.7266011, -74.0074323)",HUDSON STREET,VANDAM STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3551202,TAXI,SPORT UTILITY / STATION WAGON,,,
10/31/16,21:10,BROOKLYN,11219,40.6383073,-73.9945377,"(40.6383073, -73.9945377)",NEW UTRECHT AVENUE,47 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3551308,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,21:10,BROOKLYN,11216,40.6793422,-73.94433,"(40.6793422, -73.94433)",,,280       HERKIMER STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,3551608,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,21:10,BROOKLYN,11207,40.6767691,-73.8894827,"(40.6767691, -73.8894827)",ATLANTIC AVENUE,SCHENCK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551404,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,20:10,,,,,,KINGS HIGHWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3552869,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,20:10,QUEENS,11361,40.7642656,-73.7713286,"(40.7642656, -73.7713286)",BELL BOULEVARD,40 AVENUE,,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,Other Vehicular,,,,3551354,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,20:10,BROOKLYN,11214,40.5999568,-73.9905508,"(40.5999568, -73.9905508)",,,2341      86 STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3552509,BICYCLE,,,,
10/31/16,20:10,BROOKLYN,11210,40.6262532,-73.9516189,"(40.6262532, -73.9516189)",BEDFORD AVENUE,AVENUE J,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3552235,PASSENGER VEHICLE,BICYCLE,,,
10/31/16,20:10,,,,,,,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551152,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,20:10,,,40.7283682,-73.884484,"(40.7283682, -73.884484)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Lane Changing,,,,3551514,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,20:10,,,40.7044959,-73.817418,"(40.7044959, -73.817418)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551753,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,20:10,,,40.6572332,-74.0047726,"(40.6572332, -74.0047726)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551573,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,20:10,,,,,,FOSTER AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551847,SPORT UTILITY / STATION WAGON,,,,
10/31/16,20:10,,,,,,26 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3552516,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,20:10,,,,,,192 STREET,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3551352,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,20:10,QUEENS,11434,40.6806358,-73.7743411,"(40.6806358, -73.7743411)",,,169-30    BAISLEY BOULEVARD,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551540,SPORT UTILITY / STATION WAGON,,,,
10/31/16,20:10,QUEENS,11414,40.6688642,-73.8549044,"(40.6688642, -73.8549044)",80 STREET,149 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551166,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/31/16,20:10,QUEENS,11373,40.7334973,-73.8703694,"(40.7334973, -73.8703694)",QUEENS BOULEVARD,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551700,SPORT UTILITY / STATION WAGON,,,,
10/31/16,20:10,MANHATTAN,10026,40.7986436,-73.9521401,"(40.7986436, -73.9521401)",,,10        LENOX AVENUE,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Keep Right,,,,3551782,TAXI,BICYCLE,,,
10/31/16,20:10,BROOKLYN,11237,40.7045249,-73.9283962,"(40.7045249, -73.9283962)",KNICKERBOCKER AVENUE,GEORGE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3552669,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,20:10,BRONX,10457,40.8448335,-73.9093749,"(40.8448335, -73.9093749)",MORRIS AVENUE,EAST 174 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Turning Improperly,,,,3551861,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,1:10,,,,,,,,,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,Other Vehicular,Unspecified,,,3550520,PICK-UP TRUCK,TAXI,TAXI,,
10/31/16,1:10,,,,,,10 AVENUE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3552363,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,1:10,QUEENS,11417,40.6768405,-73.8345176,"(40.6768405, -73.8345176)",SUTTER AVENUE,105 STREET,,1,0,0,0,0,0,1,0,Outside Car Distraction,Unspecified,,,,3550686,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,1:10,,,40.8396029,-73.9294681,"(40.8396029, -73.9294681)",,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,3549983,PASSENGER VEHICLE,,,,
10/31/16,1:10,,,,,,,,1         LOCKMAN PLACE,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3551372,PASSENGER VEHICLE,,,,
10/31/16,1:10,,,,,,SHORE PARKWAY,ROCKAWAY PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3552146,PASSENGER VEHICLE,,,,
10/31/16,1:10,,,,,,CRABTREE AVENUE,CRABTREE LANE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551280,PASSENGER VEHICLE,,,,
10/31/16,1:10,MANHATTAN,10032,40.8353094,-73.9439682,"(40.8353094, -73.9439682)",WEST 159 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3552229,PASSENGER VEHICLE,,,,
10/31/16,1:10,MANHATTAN,10012,40.7220092,-73.9953245,"(40.7220092, -73.9953245)",,,213       MOTT STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,3551437,MOTORCYCLE,MOTORCYCLE,,,
10/31/16,1:10,BRONX,10457,40.8458491,-73.9027267,"(40.8458491, -73.9027267)",CARTER AVENUE,EAST 175 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3550753,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/31/16,19:10,,,40.8971463,-73.8802761,"(40.8971463, -73.8802761)",,,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Reaction to Other Uninvolved Vehicle,,,,3551225,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,19:10,,,40.7690325,-73.8820192,"(40.7690325, -73.8820192)",,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3551741,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,19:10,,,40.7434286,-73.7754626,"(40.7434286, -73.7754626)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3551198,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,19:10,,,40.7087666,-73.9981083,"(40.7087666, -73.9981083)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3552485,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,19:10,,,40.6662604,-73.995945,"(40.6662604, -73.995945)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551380,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,19:10,,,,,,QUEENSBORO BRIDGE,EAST 59 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3551369,PASSENGER VEHICLE,,,,
10/31/16,19:10,,,,,,MEEKER AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3551425,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,19:10,,,,,,LINDEN BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551192,SPORT UTILITY / STATION WAGON,,,,
10/31/16,19:10,,,,,,FRANCIS LEWIS BOULEVARD,39 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551200,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,19:10,,,,,,EAST GUN HILL ROAD,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3551557,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,19:10,,,,,,CLOVE ROAD,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551293,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,19:10,QUEENS,11413,40.6814906,-73.7522583,"(40.6814906, -73.7522583)",SPRINGFIELD BOULEVARD,133 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,3551215,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,19:10,QUEENS,11377,40.7426091,-73.8937653,"(40.7426091, -73.8937653)",71 STREET,WOODSIDE AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3551209,TAXI,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
10/31/16,19:10,MANHATTAN,10023,40.7761065,-73.9797447,"(40.7761065, -73.9797447)",COLUMBUS AVENUE,WEST 70 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551442,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,19:10,MANHATTAN,10017,40.7536248,-73.9694324,"(40.7536248, -73.9694324)",EAST 48 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3552078,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,19:10,BROOKLYN,11234,40.6328477,-73.9283651,"(40.6328477, -73.9283651)",UTICA AVENUE,AVENUE H,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3552053,PASSENGER VEHICLE,,,,
10/31/16,19:10,BROOKLYN,11220,40.6323338,-74.0154884,"(40.6323338, -74.0154884)",,,6713      7 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3551691,PASSENGER VEHICLE,,,,
10/31/16,19:10,BROOKLYN,11217,40.6837645,-73.9787596,"(40.6837645, -73.9787596)",4 AVENUE,PACIFIC STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3551541,PASSENGER VEHICLE,,,,
10/31/16,19:10,BROOKLYN,11215,40.6650681,-73.9847635,"(40.6650681, -73.9847635)",,,361       13 STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3551944,SPORT UTILITY / STATION WAGON,,,,
10/31/16,19:10,BROOKLYN,11209,40.612981,-74.0364965,"(40.612981, -74.0364965)",,,9935      SHORE ROAD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3551689,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/31/16,19:10,BROOKLYN,11209,40.6122434,-74.0341442,"(40.6122434, -74.0341442)",,,10031     4 AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3552091,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,19:10,BROOKLYN,11203,40.6496459,-73.9330967,"(40.6496459, -73.9330967)",,,958       SCHENECTADY AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3551572,PASSENGER VEHICLE,,,,
